Body Type,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,CarbonEmission,Sex_female,Sex_male,Energy efficiency_No,Energy efficiency_Sometimes,Energy efficiency_Yes,Cooking_Oven,Cooking_Microwave,Cooking_Grill,Cooking_Airfryer,Cooking_Stove,Recycling_Metal,Recycling_Paper,Recycling_Glass,Recycling_Plastic
0,2,2,2,2,0,17996,1,9514,0,5,23,48,9,1616,False,True,False,True,False,False,False,False,False,True,False,True,False,True
3,3,2,2,0,0,12622,1,74,3,1,12,35,3,1714,True,False,True,False,False,True,True,True,True,False,False,False,True,False
0,0,3,0,2,0,4861,0,3147,1,1,3,46,21,1626,False,True,True,False,False,True,False,False,False,False,True,True,True,True
1,1,2,3,0,0,17143,3,6,2,4,3,6,17,2662,False,True,True,False,False,False,True,True,True,False,True,False,False,True
3,3,0,0,0,0,13134,0,85,0,2,2,2,20,485,False,True,False,False,True,False,False,False,False,True,False,True,True,True
0,2,3,0,0,1,22601,0,46,0,4,11,6,9,623,True,False,True,False,False,False,True,False,False,True,True,False,True,True
3,1,1,1,0,1,12025,2,37,2,4,15,11,14,1867,True,False,False,False,True,False,False,True,True,False,False,True,False,True
3,3,1,0,2,0,13646,2,9408,2,7,21,23,7,4787,False,True,True,False,False,True,True,True,True,False,False,False,False,False
0,3,1,3,0,0,13219,0,57,0,6,19,37,24,1233,True,False,False,False,True,True,False,False,False,False,True,True,False,False
0,0,0,3,0,2,13731,2,22,2,6,8,45,10,2293,True,False,True,False,False,True,False,False,False,True,True,False,True,True
0,3,0,3,1,0,20640,1,243,1,3,17,24,8,1206,True,False,False,True,False,False,False,True,True,False,True,True,True,True
1,3,2,1,2,2,15863,3,122,1,3,7,2,19,2474,False,True,False,True,False,True,False,False,False,True,True,False,True,False
0,2,3,2,1,0,16887,3,1030,3,1,7,3,14,1922,True,False,False,True,False,False,False,True,True,False,False,False,True,True
1,3,1,2,0,1,23795,2,20,3,5,17,41,22,2672,True,False,True,False,False,True,True,True,True,False,False,False,True,False
2,2,0,1,2,1,7676,2,3428,1,3,3,19,21,2679,False,True,False,False,True,True,True,True,True,True,True,False,True,True
3,3,0,2,0,1,18934,0,48,2,4,7,12,15,1908,False,True,False,False,True,False,False,True,True,False,False,False,True,False
2,3,3,0,0,1,25331,0,31,2,2,0,12,17,1264,False,True,False,False,True,False,True,True,True,True,True,False,False,True
0,0,1,2,2,1,8955,1,1122,3,2,11,10,11,1302,True,False,False,False,True,True,True,False,False,True,False,False,False,True
2,3,2,1,1,2,12622,1,379,2,1,8,22,18,1353,True,False,False,False,True,True,False,False,False,False,True,True,False,False
1,3,3,3,2,1,24222,3,6645,2,6,19,33,2,6160,False,True,False,True,False,True,True,True,True,True,False,True,False,False
0,2,2,3,2,2,21151,2,8241,0,6,23,5,18,4680,False,True,False,True,False,True,True,False,False,True,True,True,True,True
1,2,0,0,0,1,6226,0,33,0,3,8,43,1,960,True,False,False,False,True,False,False,False,False,True,False,False,False,False
0,2,1,3,2,2,7420,2,1262,2,5,4,6,9,2032,True,False,False,True,False,True,True,False,False,True,True,True,False,False
2,2,2,2,1,0,14925,3,1777,0,5,14,9,22,2930,False,True,True,False,False,True,False,True,True,False,False,False,True,False
1,3,2,1,1,1,12793,2,1794,3,5,7,18,19,2288,False,True,True,False,False,True,False,False,False,False,True,True,True,True
2,1,0,3,1,0,5543,3,420,2,4,6,24,2,2808,True,False,True,False,False,True,True,False,False,True,False,False,True,True
2,3,0,2,0,1,7505,1,96,2,4,24,30,11,1673,False,True,True,False,False,False,False,True,True,True,True,True,False,True
0,3,0,2,0,0,10831,0,57,1,2,14,49,16,991,True,False,False,False,True,True,True,False,False,False,True,True,True,True
2,3,1,2,2,1,7079,1,3362,3,7,19,3,0,3301,False,True,False,False,True,True,False,True,True,True,True,False,False,True
3,0,1,1,1,0,9552,0,1451,0,4,5,24,21,1210,False,True,False,True,False,False,True,True,True,True,True,True,False,True
2,1,3,3,0,0,20725,1,36,3,2,13,38,11,1917,True,False,False,True,False,True,False,False,False,True,False,False,True,False
2,3,0,2,2,1,14755,3,1955,2,4,24,18,15,3268,True,False,False,True,False,False,True,True,True,False,False,False,True,False
1,2,0,1,0,1,22175,0,68,3,3,21,40,21,1725,False,True,False,False,True,False,True,True,True,True,True,True,False,False
1,0,0,0,0,1,6140,3,92,3,4,18,3,0,1841,True,False,True,False,False,True,True,True,True,False,False,True,False,True
1,0,1,0,0,2,21748,3,55,1,1,19,2,21,1853,True,False,True,False,False,True,False,False,False,True,False,False,True,False
2,3,1,1,2,2,6396,3,9895,2,6,17,4,9,5935,False,True,False,True,False,False,True,True,True,True,False,True,False,False
2,0,2,3,1,0,20725,1,1219,2,5,10,46,4,2382,False,True,False,False,True,True,False,True,True,True,False,False,True,True
0,2,0,3,2,0,20810,2,2972,0,5,17,16,15,2635,True,False,True,False,False,True,False,True,True,True,True,False,True,True
1,2,2,0,2,2,11770,0,1246,3,2,10,33,12,1141,True,False,True,False,False,True,False,False,False,True,False,True,False,False
0,1,0,1,0,2,19787,1,52,1,1,12,43,22,1460,False,True,True,False,False,True,False,False,False,False,True,True,False,True
3,1,2,0,0,2,11172,3,34,0,6,20,15,6,1991,True,False,False,True,False,True,True,False,False,False,True,True,True,True
3,0,2,2,0,2,9637,0,42,1,3,20,1,7,783,True,False,True,False,False,True,False,False,False,False,True,True,True,False
3,0,2,1,1,1,15096,3,296,1,7,2,30,19,3536,False,True,False,False,True,False,False,False,False,False,False,False,False,False
2,3,0,0,2,1,21578,3,9832,0,5,15,17,0,3738,True,False,False,False,True,True,False,False,False,True,False,False,True,True
2,3,3,3,0,1,9126,1,50,1,3,8,43,14,1650,True,False,False,False,True,False,True,True,True,True,True,True,False,False
0,3,1,2,0,0,22345,3,2,0,6,1,1,19,1959,True,False,True,False,False,True,True,True,True,False,True,False,True,True
2,2,3,0,0,1,17569,3,6,3,7,6,19,20,2986,True,False,True,False,False,True,True,True,True,True,True,False,True,False
3,0,2,1,0,1,18081,0,24,1,6,9,32,14,2033,False,True,True,False,False,False,False,False,False,True,False,False,False,False
1,3,3,3,0,1,23540,2,32,1,6,18,16,14,2176,True,False,False,False,True,False,True,False,False,True,False,False,False,True
0,3,0,0,2,1,15181,3,9071,1,4,23,11,14,4050,True,False,True,False,False,False,True,False,False,False,False,False,False,True
1,0,3,3,2,0,15949,3,1617,1,4,13,14,12,2947,False,True,False,True,False,True,False,True,True,True,True,False,False,True
1,2,3,2,0,2,4946,1,54,2,4,5,9,14,1070,True,False,False,True,False,True,True,True,True,True,True,True,True,True
1,0,2,0,2,0,21919,3,9385,1,2,10,41,3,5449,False,True,False,True,False,False,False,False,False,True,True,True,True,True
3,2,0,0,1,1,17484,0,432,1,4,23,17,12,1159,False,True,True,False,False,False,True,True,True,False,False,True,True,True
1,3,1,2,1,1,7164,2,26,1,3,24,45,3,2011,False,True,False,True,False,True,False,False,False,True,False,True,True,False
3,0,1,2,2,1,14158,1,4195,1,2,21,43,5,3422,False,True,False,False,True,True,False,False,False,False,True,True,False,False
1,2,3,1,2,0,8443,3,9346,1,1,20,14,2,4401,False,True,True,False,False,True,False,True,True,True,True,True,False,False
2,3,3,3,1,1,9211,0,1364,3,1,16,17,22,1484,False,True,False,True,False,False,True,False,False,False,False,True,True,True
2,0,3,2,0,2,11087,1,64,1,5,14,6,15,1520,False,True,False,True,False,False,True,True,True,True,False,True,True,False
1,0,2,0,0,2,14584,2,74,3,2,24,42,20,2079,False,True,False,False,True,True,True,True,True,False,True,True,True,False
2,3,3,1,1,2,8529,0,448,2,3,18,43,10,1586,True,False,False,False,True,False,True,True,True,False,False,True,True,False
2,2,2,2,2,1,10234,3,8975,2,3,6,30,13,5477,False,True,True,False,False,False,False,False,False,True,True,False,True,True
3,1,0,0,2,0,15352,3,661,0,1,4,21,8,2207,False,True,False,False,True,False,True,False,False,False,False,False,True,True
3,1,0,1,2,2,16205,1,2148,2,2,18,12,21,2389,False,True,True,False,False,True,True,False,False,True,True,False,True,True
1,1,1,3,0,0,24989,3,95,3,2,20,8,18,2716,False,True,True,False,False,True,False,False,False,True,False,False,True,True
1,2,2,3,2,1,5458,2,7893,0,5,19,48,6,3923,True,False,False,False,True,True,True,False,False,False,False,False,False,True
0,1,1,3,2,2,15608,1,8691,2,1,5,26,1,2421,True,False,False,False,True,True,False,False,False,False,True,False,False,False
0,2,0,1,1,1,19616,3,1159,2,3,4,18,20,2334,True,False,False,True,False,False,False,True,True,True,False,True,False,False
3,0,3,3,0,2,17825,1,13,0,4,11,26,20,1866,True,False,True,False,False,True,False,True,True,True,False,False,True,False
0,1,3,3,1,0,15011,2,1798,1,4,7,0,24,1680,False,True,True,False,False,False,True,False,False,True,True,True,True,False
0,0,0,3,0,0,15352,3,67,3,2,13,48,7,2958,False,True,True,False,False,True,True,True,True,False,False,True,True,True
3,1,2,0,1,1,8529,3,1660,3,2,1,38,0,2701,False,True,False,False,True,False,False,False,False,True,True,True,False,False
1,2,3,3,1,2,20299,2,654,2,2,10,4,21,1877,True,False,False,False,True,True,True,True,True,False,False,False,True,False
3,0,2,2,2,2,14158,3,9722,0,3,14,21,16,5186,True,False,True,False,False,True,False,True,True,False,False,True,True,False
3,1,2,2,1,1,17143,1,1263,2,1,16,47,13,1644,True,False,False,False,True,False,True,False,False,False,True,False,True,True
1,2,3,3,1,1,22431,1,600,1,1,7,0,13,1152,True,False,True,False,False,True,True,True,True,False,False,True,True,False
0,2,0,2,0,2,24392,1,8,1,3,22,40,14,1611,False,True,False,True,False,False,True,True,True,False,True,True,False,False
0,3,2,2,1,0,18252,1,1536,3,7,9,50,6,2579,False,True,True,False,False,True,True,True,True,False,False,True,True,False
2,0,1,0,0,2,9637,0,50,0,4,3,7,5,590,True,False,True,False,False,True,False,False,False,True,True,False,False,True
3,0,2,2,0,1,6226,3,66,2,4,15,21,7,3093,False,True,False,False,True,True,True,False,False,True,True,False,False,True
1,1,3,1,1,2,20725,0,1601,2,3,9,31,23,1647,False,True,False,False,True,True,True,False,False,False,True,True,False,False
3,0,3,1,2,0,6311,0,6022,3,6,24,12,20,2002,False,True,False,False,True,False,True,True,True,False,False,False,True,True
3,3,1,0,2,1,18081,3,6826,2,7,0,26,18,3197,True,False,False,False,True,True,True,True,True,False,False,True,True,False
0,0,3,3,2,0,20299,0,9839,0,2,10,37,4,3931,False,True,False,False,True,False,False,True,True,True,True,False,True,False
1,0,3,0,1,2,19787,2,618,3,4,9,17,24,2166,False,True,False,True,False,True,True,True,True,False,True,False,False,True
2,2,3,0,2,0,11258,1,6775,0,3,11,29,21,1172,False,True,True,False,False,True,False,False,False,False,True,True,False,False
0,2,3,1,2,1,23454,0,5792,1,1,3,19,20,1846,False,True,False,False,True,False,False,False,False,False,True,False,True,True
1,1,2,3,0,0,14158,0,88,3,3,14,0,23,1351,True,False,True,False,False,True,False,True,True,False,False,False,False,False
3,1,2,0,0,2,4264,1,39,0,2,24,20,6,803,True,False,False,False,True,False,False,True,True,False,False,True,True,True
0,3,1,0,0,0,14158,0,68,0,3,20,41,12,1098,False,True,True,False,False,False,False,True,True,False,True,False,True,False
0,1,0,3,1,2,21578,2,1824,2,3,18,11,15,1761,True,False,True,False,False,False,True,False,False,False,True,True,False,True
0,0,1,3,2,1,7505,1,6775,0,7,10,27,24,1808,False,True,False,True,False,True,True,False,False,False,False,False,True,False
1,0,1,0,0,0,14755,3,90,1,3,15,29,9,1873,True,False,False,False,True,False,True,False,False,False,True,False,False,False
2,1,3,2,2,2,21578,1,1315,1,5,16,7,10,1153,True,False,False,True,False,True,False,True,True,True,True,True,True,True
1,2,2,2,0,0,14072,2,94,1,3,24,31,8,1637,True,False,True,False,False,False,True,False,False,False,True,False,True,False
0,3,1,3,1,2,9296,3,1931,2,3,20,11,13,2245,True,False,True,False,False,False,True,True,True,False,True,True,True,True
1,2,0,2,1,1,13390,2,465,1,6,9,32,6,1942,True,False,True,False,False,False,False,False,False,True,True,False,False,False
2,3,2,2,1,0,22772,2,766,2,7,16,30,20,2836,True,False,True,False,False,True,False,False,False,False,False,False,False,False
2,2,1,3,0,2,7249,2,44,0,2,16,1,14,1928,False,True,True,False,False,True,False,True,True,False,False,True,False,False
1,0,1,1,1,2,12878,1,1740,3,6,13,25,5,1788,True,False,False,True,False,True,False,True,True,False,True,True,True,False
3,2,0,3,1,1,25416,0,1168,2,5,2,19,16,1887,True,False,True,False,False,True,True,True,True,True,False,True,True,True
2,2,1,3,0,0,22090,2,62,1,5,7,42,17,2983,False,True,False,False,True,True,True,False,False,True,False,False,True,False
1,2,1,0,0,0,21578,0,54,2,7,19,19,6,1522,False,True,False,True,False,False,True,True,True,True,False,False,False,True
1,2,3,1,2,0,18422,1,8921,0,5,22,35,10,4184,True,False,True,False,False,True,True,True,True,False,True,True,True,True
3,1,2,0,0,0,8017,0,32,3,4,11,2,17,737,True,False,False,True,False,False,False,True,True,True,True,True,True,True
1,2,1,1,1,1,12537,1,674,1,2,12,5,9,1256,False,True,True,False,False,True,True,True,True,True,True,False,False,False
2,3,1,2,0,0,10490,1,4,1,6,11,25,19,1756,True,False,False,True,False,False,True,True,True,False,False,False,False,False
1,0,0,3,0,1,10575,1,13,0,7,12,36,14,1747,False,True,False,True,False,False,False,False,False,False,True,False,False,False
3,1,0,0,2,2,17143,1,3929,1,1,20,3,9,2020,False,True,False,False,True,True,True,False,False,True,True,True,True,False
1,0,3,2,1,0,8358,1,455,3,6,15,23,23,1740,False,True,False,True,False,False,True,False,False,False,True,True,True,False
1,0,1,0,1,2,4435,1,795,1,1,12,47,7,1281,False,True,False,False,True,True,True,True,True,False,True,False,True,True
0,3,1,3,0,2,7420,2,83,2,4,11,15,9,1809,True,False,False,True,False,True,True,False,False,False,False,False,True,True
2,2,1,2,2,1,23966,1,7298,2,2,1,44,21,1968,True,False,False,False,True,True,False,True,True,False,False,False,False,True
1,1,2,3,0,1,8273,0,90,1,4,5,25,1,1332,False,True,False,False,True,False,False,True,True,True,False,True,False,True
1,1,3,3,0,1,21407,0,93,2,4,23,16,20,1491,True,False,False,False,True,True,False,True,True,True,False,False,True,False
2,3,3,2,0,1,20981,1,43,3,5,12,7,12,2062,False,True,False,False,True,False,False,True,True,True,True,False,False,True
1,1,3,3,0,2,9126,0,10,3,6,20,2,6,1819,False,True,True,False,False,True,False,True,True,False,True,False,False,True
2,3,3,2,1,0,12537,0,451,0,7,21,31,12,1615,False,True,False,False,True,True,True,False,False,False,True,False,False,True
2,2,1,3,0,1,14925,0,92,2,1,10,36,9,1560,False,True,False,False,True,True,True,False,False,False,False,True,True,False
2,2,3,0,1,0,22857,0,824,1,4,18,17,3,1140,False,True,True,False,False,True,True,False,False,False,True,True,False,False
1,3,0,3,2,2,12367,0,6011,1,1,14,34,8,2152,True,False,False,True,False,False,True,False,False,False,True,False,True,False
1,2,0,0,0,2,14584,0,8,1,4,7,8,2,774,True,False,False,False,True,True,True,True,True,True,True,False,False,True
3,1,2,1,2,2,20213,0,6580,2,2,16,3,17,1379,False,True,True,False,False,False,False,False,False,False,True,False,False,False
2,2,1,0,2,1,22345,1,3694,2,4,1,10,20,1511,False,True,False,True,False,False,False,True,True,True,True,False,False,False
1,2,3,3,1,0,14584,2,287,3,6,2,7,8,1910,True,False,False,False,True,False,False,True,True,True,False,True,True,False
3,0,1,3,0,0,21919,0,87,3,3,20,15,5,1517,True,False,True,False,False,False,False,True,True,True,False,True,False,True
2,3,2,1,0,0,13987,0,88,0,5,17,41,9,1556,True,False,False,False,True,True,False,True,True,True,False,False,False,False
2,0,3,0,2,2,13646,1,7368,3,3,13,2,16,2584,False,True,True,False,False,True,True,False,False,True,True,False,True,False
2,1,3,3,0,1,5970,2,51,1,5,3,3,1,1857,True,False,False,False,True,False,False,True,True,True,False,False,False,False
2,1,0,0,1,2,11172,3,1185,1,4,19,15,16,2592,False,True,True,False,False,False,True,False,False,False,True,False,True,False
1,0,1,2,0,1,13049,0,19,3,2,23,41,9,1354,False,True,False,True,False,False,False,False,False,True,False,True,True,False
1,1,1,3,2,0,25501,0,5267,3,6,7,44,16,3376,False,True,False,False,True,True,False,True,True,False,False,False,False,True
0,2,0,1,2,2,18934,3,5321,1,2,16,44,24,3386,True,False,True,False,False,False,False,True,True,True,False,True,False,False
1,1,0,2,0,0,9893,0,52,2,1,15,33,4,920,True,False,True,False,False,True,True,False,False,True,True,False,False,True
1,2,0,3,0,0,12196,1,69,2,3,8,32,21,1484,True,False,False,True,False,False,True,True,True,False,False,True,True,True
3,1,1,2,1,1,17143,3,1759,1,3,17,1,23,2861,False,True,False,True,False,False,False,True,True,True,False,False,True,True
3,3,2,0,0,0,19531,2,81,2,5,8,22,6,2064,True,False,True,False,False,True,False,True,True,False,True,True,True,False
1,0,0,1,0,2,25501,1,98,3,7,14,11,11,2132,False,True,True,False,False,False,True,True,True,True,False,True,False,False
3,0,0,0,1,2,16290,0,118,3,2,7,7,0,865,False,True,True,False,False,False,True,False,False,False,True,False,False,True
2,2,1,2,1,1,16546,2,192,3,4,22,11,22,2436,False,True,False,True,False,True,True,True,True,True,False,False,True,True
0,0,1,0,1,0,15522,2,1843,2,3,24,14,18,1757,False,True,False,False,True,True,True,True,True,True,False,False,False,True
2,1,1,3,2,1,9296,2,1635,2,3,12,26,24,2501,False,True,False,False,True,False,False,False,False,False,False,False,True,False
2,1,2,2,1,2,13475,3,1464,3,3,8,0,21,2753,False,True,False,True,False,False,True,False,False,True,False,True,True,False
0,3,0,2,2,2,7079,1,9658,2,2,17,1,5,2218,True,False,False,False,True,False,True,True,True,True,False,True,False,False
0,3,1,0,2,1,19872,0,7843,0,1,0,26,23,2483,True,False,False,True,False,False,True,True,True,False,True,True,False,True
0,1,1,0,1,0,20981,3,612,2,2,23,23,14,2106,False,True,True,False,False,True,False,False,False,False,True,True,False,True
3,0,2,0,0,1,7590,3,37,2,5,20,18,4,3127,False,True,False,True,False,False,True,False,False,False,False,False,False,True
3,0,1,0,2,1,7249,1,4226,0,7,15,32,12,3045,False,True,True,False,False,True,False,False,False,False,False,False,True,False
2,2,3,2,1,1,16119,2,249,0,4,15,40,18,2023,True,False,False,False,True,False,True,False,False,False,False,False,False,True
2,0,3,3,1,1,15522,0,1107,2,5,9,35,19,2366,False,True,True,False,False,False,False,False,False,False,False,False,False,True
3,2,3,2,1,0,18593,3,1704,3,7,4,43,21,3933,True,False,True,False,False,True,False,False,False,True,False,True,False,False
0,2,2,3,1,1,4946,0,420,1,5,5,11,14,1172,True,False,False,True,False,False,True,False,False,False,False,False,False,False
1,2,2,3,2,1,14755,1,4472,0,4,12,0,23,2989,False,True,False,False,True,False,False,True,True,False,False,True,False,True
3,0,2,3,2,1,8187,0,101,3,2,17,36,14,1650,True,False,False,True,False,True,True,True,True,True,True,False,True,False
2,3,2,2,1,0,23198,1,996,2,6,24,29,21,2255,False,True,False,False,True,True,True,True,True,False,True,True,True,False
0,0,0,3,1,2,9808,0,32,0,3,13,37,15,1325,True,False,False,False,True,True,False,False,False,True,False,False,True,False
3,3,1,2,2,1,15266,2,746,2,6,11,30,10,3380,False,True,True,False,False,False,False,True,True,False,True,False,False,False
1,0,3,3,2,2,16205,0,2638,2,6,23,25,4,2318,False,True,False,False,True,False,True,True,True,True,False,True,False,True
1,1,0,3,0,1,20981,1,9,1,1,17,8,23,1448,False,True,True,False,False,True,True,True,True,True,True,False,False,True
3,2,2,3,1,1,11940,3,1902,2,2,24,36,10,3585,False,True,True,False,False,True,False,True,True,True,True,False,True,False
3,2,2,3,2,1,8102,3,7788,0,6,0,35,20,4882,False,True,True,False,False,False,True,False,False,True,False,True,False,False
1,1,2,0,1,2,19872,2,1939,0,3,17,25,5,1500,True,False,True,False,False,True,True,False,False,False,True,False,False,True
0,2,3,0,2,2,19360,2,2512,1,5,18,50,12,2015,True,False,False,True,False,False,True,True,True,True,True,False,False,False
3,2,3,3,1,2,25245,3,686,2,5,2,40,8,4542,False,True,False,False,True,True,False,True,True,True,False,False,False,False
2,1,3,3,0,0,24137,0,41,2,4,19,41,11,2030,False,True,False,True,False,False,False,False,False,True,True,False,True,True
3,3,2,0,0,0,15693,2,68,3,5,24,8,20,2398,False,True,False,True,False,True,False,True,True,True,True,False,False,True
0,1,2,1,1,1,10490,2,430,3,1,17,41,12,1678,True,False,False,False,True,True,False,False,False,True,False,True,False,True
2,1,1,0,1,1,19190,3,1016,1,6,14,34,9,2688,True,False,False,True,False,True,False,False,False,True,False,False,True,True
3,3,1,0,2,0,17996,0,2597,0,6,20,34,8,2259,False,True,False,True,False,False,False,True,True,False,False,True,True,False
0,0,1,2,0,2,23540,3,54,3,7,21,20,13,3281,False,True,True,False,False,True,False,True,True,True,True,False,False,True
3,0,2,3,2,1,4264,2,3729,1,1,7,26,16,3560,False,True,False,True,False,False,True,False,False,False,False,False,False,True
0,0,0,0,1,0,5629,3,1067,3,5,19,21,13,2080,True,False,True,False,False,True,False,False,False,True,True,True,False,True
1,2,0,1,0,0,9296,2,24,0,7,15,27,15,1555,True,False,True,False,False,False,False,False,False,False,True,False,True,True
3,2,2,3,1,1,13731,3,1499,2,4,24,10,16,3555,False,True,True,False,False,False,True,True,True,False,True,True,True,False
0,3,1,0,1,0,17655,1,191,0,1,17,30,4,1095,True,False,False,False,True,False,True,False,False,True,False,False,False,False
2,3,0,1,0,2,9126,3,46,2,3,9,21,8,2777,False,True,False,False,True,False,False,False,False,False,False,False,False,True
2,3,2,1,0,1,21748,1,66,3,1,3,41,14,1761,True,False,False,False,True,False,True,True,True,True,True,False,False,False
2,2,0,0,1,2,20128,0,1818,3,7,10,22,4,1737,True,False,False,True,False,False,False,True,True,True,True,False,False,True
1,2,0,3,0,2,22857,0,33,2,1,3,25,7,1255,True,False,False,True,False,False,False,False,False,False,False,True,False,False
3,2,0,0,1,0,17143,1,1193,0,6,1,44,10,1952,False,True,True,False,False,True,False,True,True,True,False,False,True,True
2,2,0,2,0,2,22516,2,75,1,4,23,42,12,2330,True,False,True,False,False,False,True,True,True,True,True,False,False,True
1,1,2,2,1,1,8358,2,1712,0,1,0,36,4,1617,True,False,False,True,False,True,False,True,True,False,False,True,True,True
0,0,1,1,0,0,25160,3,65,3,7,4,21,1,3033,False,True,True,False,False,True,False,False,False,False,True,False,False,False
3,2,2,1,2,2,16205,1,7590,3,3,22,35,11,2514,False,True,False,True,False,False,True,True,True,False,False,True,False,False
0,2,3,3,2,2,4349,1,7943,3,6,21,49,5,4014,False,True,False,True,False,True,False,True,True,True,False,False,False,False
2,3,2,0,1,1,20725,1,104,0,1,11,24,5,1095,False,True,False,False,True,False,True,True,True,True,True,True,True,False
1,0,1,3,0,1,11258,2,32,3,4,21,26,4,1974,True,False,False,False,True,False,True,True,True,False,True,False,True,False
2,1,0,0,1,2,9296,2,622,2,2,17,19,9,1707,False,True,True,False,False,False,False,True,True,True,False,True,True,False
3,1,3,0,2,1,24051,2,4700,2,2,5,39,16,1933,False,True,False,False,True,False,False,True,True,False,True,True,True,False
1,2,0,3,0,2,10661,2,71,3,3,17,49,16,2742,False,True,False,False,True,True,False,False,False,True,True,False,True,False
3,2,0,1,2,2,13305,2,7398,1,4,0,32,9,2282,True,False,True,False,False,True,False,False,False,True,False,True,False,False
2,0,0,0,2,0,7505,0,8656,1,1,4,50,10,3680,False,True,False,False,True,True,True,True,True,True,False,False,True,True
0,3,1,0,0,0,9211,2,14,3,1,19,1,20,1342,False,True,False,True,False,True,False,False,False,False,False,False,False,True
2,2,1,3,2,2,9467,1,3826,0,7,9,7,0,2045,True,False,False,True,False,True,False,False,False,True,True,True,True,True
3,3,3,0,1,2,21578,1,825,1,4,21,8,15,1950,False,True,True,False,False,True,False,False,False,False,False,False,True,False
0,2,2,0,1,1,17058,3,417,3,7,22,0,17,2569,True,False,True,False,False,True,False,True,True,False,False,False,False,False
1,3,0,3,0,1,11855,0,27,2,7,12,21,0,1582,True,False,False,False,True,True,True,True,True,True,False,False,True,True
0,3,3,3,2,2,22175,1,9767,1,7,3,3,13,5145,False,True,True,False,False,True,False,True,True,False,True,False,False,False
1,1,0,1,0,1,22260,0,44,2,5,14,19,9,1082,True,False,True,False,False,False,True,True,True,False,True,True,True,False
3,2,1,3,0,1,13646,2,7,3,5,17,1,11,2637,False,True,False,True,False,False,False,False,False,False,False,True,False,True
1,3,0,2,0,2,14925,3,21,3,5,13,14,7,2937,False,True,True,False,False,False,True,False,False,False,True,True,False,True
3,3,1,2,1,0,24819,0,1615,2,7,1,33,0,2095,True,False,True,False,False,False,False,False,False,True,True,False,True,False
1,3,0,0,1,0,7676,3,1078,1,7,14,14,6,2056,True,False,False,True,False,False,False,False,False,True,False,True,False,False
3,1,2,2,2,2,13219,3,8877,2,7,9,20,3,4231,True,False,False,False,True,False,False,False,False,True,True,True,False,False
0,1,2,0,0,2,10831,0,49,3,7,23,9,18,1634,False,True,False,False,True,True,False,True,True,False,True,False,False,False
1,0,0,3,0,1,20981,0,66,2,4,12,45,8,1737,False,True,False,True,False,False,False,False,False,False,True,False,False,True
1,3,2,2,2,0,17740,1,5539,2,4,15,41,12,2686,False,True,False,False,True,False,True,False,False,False,True,False,True,False
2,3,3,0,0,1,22175,2,87,3,7,16,37,12,2703,True,False,True,False,False,True,False,True,True,True,False,False,True,True
0,2,3,2,1,0,4435,0,555,1,1,5,47,13,1262,False,True,False,True,False,True,True,False,False,False,False,True,False,False
3,1,2,3,2,2,11343,2,8026,2,7,2,26,8,6176,False,True,False,True,False,True,True,True,True,True,True,False,True,False
1,1,1,0,2,0,18849,0,6134,3,1,24,13,10,1864,False,True,True,False,False,False,False,True,True,True,False,False,False,True
0,3,2,0,0,0,9126,1,50,0,7,8,7,9,538,True,False,False,False,True,True,True,False,False,True,True,True,True,True
1,2,0,2,0,1,22345,1,40,2,6,2,4,19,1530,True,False,False,False,True,True,False,True,True,True,False,False,False,True
3,1,1,0,0,2,5373,0,21,3,1,4,15,7,691,True,False,True,False,False,True,True,False,False,False,True,True,False,False
1,2,2,0,1,2,10746,1,511,2,5,23,3,17,1182,False,True,True,False,False,False,False,True,True,True,True,True,True,False
3,1,0,0,1,2,22943,1,344,1,5,22,39,8,1638,True,False,False,False,True,False,False,True,True,True,False,True,True,True
0,0,3,0,1,1,9040,0,436,2,2,23,37,1,998,True,False,False,True,False,True,False,True,True,False,False,False,True,True
1,3,0,1,1,0,9637,3,673,2,7,8,18,23,2726,False,True,False,False,True,False,True,False,False,False,True,True,True,False
2,2,3,0,2,0,22260,0,6571,2,7,0,46,9,4038,False,True,False,False,True,False,True,False,False,False,False,False,False,True
1,1,3,3,0,0,22772,0,14,0,4,19,36,10,1396,False,True,False,False,True,True,False,False,False,True,True,True,False,False
1,1,2,3,0,0,9467,1,18,3,4,0,29,2,1575,True,False,False,True,False,True,False,True,True,True,True,False,False,True
0,2,3,2,2,1,10831,3,8457,2,4,9,36,0,4729,False,True,False,True,False,False,False,False,False,True,True,False,False,True
1,3,3,0,2,0,14499,2,2463,2,2,5,21,5,1780,True,False,False,False,True,False,True,True,True,True,True,True,True,False
0,1,2,3,1,0,20640,0,145,1,5,13,42,7,1376,False,True,False,True,False,True,False,True,True,False,True,True,True,True
3,0,2,2,1,2,22943,1,1763,3,4,22,25,10,1813,True,False,False,True,False,True,True,True,True,True,True,True,True,True
0,2,0,3,1,1,17569,1,688,3,7,22,31,17,2002,True,False,True,False,False,True,False,True,True,False,False,True,True,True
0,0,1,3,2,1,18763,0,1170,0,2,5,9,10,1208,False,True,True,False,False,True,True,True,True,True,True,True,True,False
